URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1021.32,20220316,active,"2.16.840.1.113762.1.4.1021.32",GenderIdentity,Gender Identity,"Changed 2021-10-27 to grouping to include unknown and refused to answer. Also removed transgender codes.","ValueSet/uds-plus-gender-identity-codes",
http://cts.nlm.nih.gov/fhir/ValueSet/2.16.840.1.113762.1.4.1186.8,20210622,active,"2.16.840.1.113762.1.4.1186.8",CommonSubstancesForAllergyAndIntoleranceDocumentationIncludingRefutations,Common substances for allergy and intolerance documentation including refutations,"As noted in https://jira.hl7.org/browse/FHIR-32953, Drug class value set changed 2021-06-21 to align with C-CDA member value set 2.16.840.1.113762.1.4.1114.14","StructureDefinition/uds-plus-allergyintolerance",
http://fhir.org/guides/hrsa/uds-plus/ValueSet/uds-plus-birthsex-codes,1.1.0,active,,UdsPlusBirthSexCodes,Uds Plus Birth Sex Codes,"The Uds Plus Birth Sex Codes is a set of codes for identifying the birth sex of Patients.","StructureDefinition/uds-plus-birthsex-extension","THO (V3)"
http://fhir.org/guides/hrsa/uds-plus/ValueSet/uds-plus-gender-identity-codes,1.1.0,active,,UdsPlusGenderIdentityCodes,Uds Plus Gender Identity Codes,"The Uds Plus Gender Identity Codes is a 'starter set' of codes for identifying the gender identity of Patients.","StructureDefinition/uds-plus-gender-identity-extension","THO (V3)"
http://fhir.org/guides/hrsa/uds-plus/ValueSet/uds-plus-insurance-codes,1.1.0,active,,UdsPlusInsuranceCodes,Uds Plus Insurance Codes,"The Uds Plus Insurance Codes is a 'starter set' of codes for identifying the source of the insurance for Patients.","StructureDefinition/uds-plus-coverage","Internal"
http://fhir.org/guides/hrsa/uds-plus/ValueSet/uds-plus-service-delivery-codes,1.1.0,active,,UdsPlusServiceDeliveryCodes,Uds Plus Service Delivery Codes,"The UDS Plus CodeSystem is an 'addition set' of one code to the existing Location Service Delivery Codes value set for UDS+ purposes.","StructureDefinition/uds-plus-location","Internal,THO"
http://fhir.org/guides/hrsa/uds-plus/ValueSet/uds-plus-sexual-orientation-codes,1.1.0,active,,UdsPlusSexualOrientationCodes,Uds Plus Sexual Orientation Codes,"The Uds Plus Sexual Orientation Codes is a 'starter set' of codes for identifying the sexual orientation of Patients.","StructureDefinition/uds-plus-sexual-orientation-observation","THO (V3),FHIR"
http://fhir.org/guides/hrsa/uds-plus/ValueSet/udsplus-agriculture-worker-status,1.1.0,active,,UdsPlusAgricultureWorkerStatusCodes,Uds Plus Agriculture Worker Status Codes,"The Uds Plus Agriculture Worker Status Codes is a 'starter set' of codes for specifying agriculture worker status for Patients.","StructureDefinition/udsplus-agriculture-worker-status","Internal"
http://fhir.org/guides/hrsa/uds-plus/ValueSet/udsplus-housing-status,1.1.0,active,,UdsPlusHousingStatusCodes,Uds Plus Housing Status Codes,"The Uds Plus Housing Status Codes is a 'starter set' of codes for identifying the Patient's housing status.","StructureDefinition/uds-plus-housing-status-extension","Internal"
http://hl7.org/fhir/ValueSet/additional-instruction-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.95",SNOMEDCTAdditionalDosageInstructions,SNOMED CT Additional Dosage Instructions,"This value set includes all SNOMED CT Additional Dosage Instructions.","StructureDefinition/uds-plus-medicationstatement","SCT"
http://hl7.org/fhir/ValueSet/address-type,4.0.1,active,"2.16.840.1.113883.4.642.3.69",AddressType,AddressType,"The type of an address (physical / postal).","StructureDefinition/uds-plus-location,StructureDefinition/uds-plus-import-manifest,StructureDefinition/de-identified-uds-plus-patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/address-use,4.0.1,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/uds-plus-location,StructureDefinition/uds-plus-import-manifest,StructureDefinition/de-identified-uds-plus-patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/administration-method-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.97",SNOMEDCTAdministrationMethodCodes,SNOMED CT Administration Method Codes,"This value set includes some method codes from SNOMED CT - provided as an exemplar","StructureDefinition/uds-plus-medicationstatement","SCT"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/de-identified-uds-plus-patient,StructureDefinition/de-identified-uds-plus-relatedperson","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/adverse-event-actuality,4.0.1,draft,"2.16.840.1.113883.4.642.3.831",AdverseEventActuality,AdverseEventActuality,"Overall nature of the adverse event, e.g. real or potential.","StructureDefinition/uds-plus-adverseevent","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/adverse-event-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.833",AdverseEventCategory,AdverseEventCategory,"Overall categorization of the event, e.g. product-related or situational.","StructureDefinition/uds-plus-adverseevent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-causality-assess,4.0.1,draft,"2.16.840.1.113883.4.642.3.840",AdverseEventCausalityAssessment,AdverseEventCausalityAssessment,"Codes for the assessment of whether the entity caused the event.","StructureDefinition/uds-plus-adverseevent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-causality-method,4.0.1,draft,"2.16.840.1.113883.4.642.3.842",AdverseEventCausalityMethod,AdverseEventCausalityMethod,"TODO.","StructureDefinition/uds-plus-adverseevent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.836",AdverseEventOutcome,AdverseEventOutcome,"TODO (and should this be required?).","StructureDefinition/uds-plus-adverseevent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-seriousness,4.0.1,draft,"2.16.840.1.113883.4.642.3.838",AdverseEventSeriousness,AdverseEventSeriousness,"Overall seriousness of this event for the patient.","StructureDefinition/uds-plus-adverseevent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.844",AdverseEventSeverity,AdverseEventSeverity,"The severity of the adverse event itself, in direct relation to the subject.","StructureDefinition/uds-plus-adverseevent","THO"
http://hl7.org/fhir/ValueSet/adverse-event-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.835",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all SNOMED CT Clinical Findings.","StructureDefinition/uds-plus-adverseevent","SCT"
http://hl7.org/fhir/ValueSet/allergy-intolerance-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.133",AllergyIntoleranceCategory,AllergyIntoleranceCategory,"Category of an identified substance associated with allergies or intolerances.","StructureDefinition/uds-plus-allergyintolerance","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-criticality,4.0.1,draft,"2.16.840.1.113883.4.642.3.129",AllergyIntoleranceCriticality,AllergyIntoleranceCriticality,"Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.","StructureDefinition/uds-plus-allergyintolerance","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.131",AllergyIntoleranceType,AllergyIntoleranceType,"Identification of the underlying physiological mechanism for a Reaction Risk.","StructureDefinition/uds-plus-allergyintolerance","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergyintolerance-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.1372",AllergyIntoleranceClinicalStatusCodes,AllergyIntolerance Clinical Status Codes,"Preferred value set for AllergyIntolerance Clinical Status.","StructureDefinition/uds-plus-allergyintolerance","THO"
http://hl7.org/fhir/ValueSet/allergyintolerance-verification,4.0.1,draft,"2.16.840.1.113883.4.642.3.1370",AllergyIntoleranceVerificationStatusCodes,AllergyIntolerance Verification Status Codes,"Preferred value set for AllergyIntolerance Verification Status.","StructureDefinition/uds-plus-allergyintolerance","THO"
http://hl7.org/fhir/ValueSet/approach-site-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.346",SNOMEDCTAnatomicalStructureForAdministrationSiteCodes,SNOMED CT Anatomical Structure for Administration Site Codes,"This value set includes Anatomical Structure codes from SNOMED CT - provided as an exemplar.","StructureDefinition/uds-plus-medicationstatement","SCT"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/uds-plus-lab-observation,StructureDefinition/uds-plus-diagnosis,StructureDefinition/uds-plus-procedure,StructureDefinition/uds-plus-servicerequest,StructureDefinition/uds-plus-sexual-orientation-observation,StructureDefinition/uds-plus-observation,StructureDefinition/uds-plus-clinical-result-observation,StructureDefinition/de-identified-uds-plus-income-observation","SCT"
http://hl7.org/fhir/ValueSet/clinical-findings,4.0.1,draft,"2.16.840.1.113883.4.642.3.232",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all the ""Clinical finding"" [SNOMED CT](http://snomed.info/sct) codes - concepts where concept is-a 404684003 (Clinical finding (finding)).","StructureDefinition/uds-plus-allergyintolerance","SCT"
http://hl7.org/fhir/ValueSet/condition-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.162",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/uds-plus-diagnosis","THO"
