Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/input/udsplus.xml	21151	-	0	0	0	0	0	0	3	79	0	0	0	0	0	0	0	1	0	0	160	232	0	0	0	4	0	2
input/examples/AdverseEvent-deidentified-example.json	1382	4	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	20	0	0	0	0	0	0
input/examples/AllergyIntolerance-deidentified-example.json	1881	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	0	0	0	0	0	0
input/examples/ClinicalResult-de-identified-example.json	1227	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	0	0	0	0	0	0
input/examples/Condition-de-identified-diagnosis.json	1709	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0
input/examples/Condition-us-core-diagnosis.json	1942	3	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	1
input/examples/Coverage-de-identified-example.json	1503	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0
input/examples/Deidentify-data-operation-urls-example.json	736	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0
input/examples/Encounter-de-identified-example.json	1694	2	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	12	17	0	0	0	0	0	0
input/examples/Encounter-example.json	2531	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0
input/examples/Immunization-de-identified-example.json	906	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0
input/examples/LabObservation-de-identified-example.json	1409	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	0	0	0	0	0
input/examples/Location..json	1444	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0
input/examples/MedicationRequest-de-identified-example.json	1152	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	22	0	0	0	0	0	0
input/examples/MedicationStatement-de-identified-example.json	1017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	0	0	0	0	0
input/examples/Observation-de-identified-income-with-quantity.json	708	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0
input/examples/Observation-de-identified-income.json	645	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0
input/examples/Organization-healthcare-example.json	1733	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0
input/examples/Organization.json	1708	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
input/examples/Parameters-manifest.json	4421	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	33	0	0	0	0	0	0
input/examples/Patient-de-identified-smallpop.json	2890	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
input/examples/Patient-de-identified.json	3196	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0
input/examples/Patient-us-core-example-smallpop.json	4922	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0
input/examples/Patient-us-core-example.json	4915	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0
input/examples/Practitioner-example.json	1128	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	1
input/examples/Procedure-de-identified-example.json	1211	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	0	0	0	0	0	0
input/examples/RelatedPerson-de-identified-example.json	603	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0
input/examples/Reporting-Parameters-example.json	4552	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	16	0	0	0	0	0	0
input/examples/ServiceRequest-de-identified-example.json	1010	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	0	0	0	0	0	0
input/examples/SexualOrientation-de-identified-example.json	809	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0
input/resources/capabilitystatement-datareceiver-server.xml	3747	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	24	0	2	0	0	0	0
input/resources/capabilitystatement-datasource.xml	6021	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	7	0	0	0	1	0	0
input/resources/capabilitystatement-datasubmitter-client.xml	6353	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	7	0	0	0	0	0	0
input/resources/capabilitystatement-trust-service-provider.xml	3362	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	1	0	0
input/resources/codesystem-udsplus-agriculture-worker-status-codes.xml	1646	14	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	13	36420	0	0	0	0	0	0
input/resources/codesystem-udsplus-housing-status-codes.xml	2292	19	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	263	0	0	0	0	0	0
input/resources/codesystem-udsplus-insurance-codes.xml	2558	18	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	252	0	0	0	0	0	0
input/resources/codesystem-udsplus-service-delivery-codes.xml	1239	14	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	252	0	0	0	0	0	0
input/resources/operationdefintion-deidentify.xml	1766	16	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	1	0	0
input/resources/operationdefintion-import.xml	1355	15	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0
input/resources/uds-plus-adverseevent.xml	4582	19	0	0	0	0	0	151	0	63	0	0	0	0	0	0	0	1	0	0	182	2187	0	0	0	4	1	2
input/resources/uds-plus-age-extension.xml	2436	17	0	0	0	0	0	10	0	9	0	0	0	0	0	0	0	0	0	0	39	144	0	0	0	1	0	0
input/resources/uds-plus-allergyintolerance.xml	6505	20	1	0	0	0	0	68	0	61	0	0	0	0	0	0	0	0	0	0	212	496	0	0	0	4	0	1
input/resources/uds-plus-birthsex-extension.xml	2588	16	0	0	0	0	0	14	0	11	0	0	0	0	0	0	0	0	0	0	42	139	0	0	0	1	0	1
input/resources/uds-plus-capitated-member-months-extension.xml	2534	17	0	0	0	0	0	15	0	9	0	0	0	0	0	0	0	0	0	0	38	123	0	0	0	1	0	0
input/resources/uds-plus-clinical-result-observation.xml	7352	22	0	0	0	0	0	185	0	81	0	0	0	0	0	0	0	1	0	0	295	551	0	1	0	6	0	1
input/resources/uds-plus-coverage.xml	6229	20	0	0	0	0	0	99	0	82	0	0	0	0	0	0	0	0	0	0	227	418	0	0	0	5	0	0
input/resources/uds-plus-de-identify-data-urls-parameter.xml	6061	21	1	0	0	0	0	62	0	134	0	0	0	0	0	0	0	3	0	0	180	323	0	0	0	4	0	2
input/resources/uds-plus-diagnosis.xml	7252	23	0	0	0	0	0	84	0	86	0	0	0	0	0	0	0	0	0	0	288	438	0	0	0	6	0	0
input/resources/uds-plus-encounter.xml	9839	27	0	0	0	0	0	117	1	117	0	0	0	0	0	0	0	1	0	0	372	573	0	0	0	8	0	1
input/resources/uds-plus-ethnicity-extension.xml	2008	15	0	0	0	0	0	31	0	25	0	0	0	0	0	0	0	0	0	0	64	150	0	0	0	2	0	0
input/resources/uds-plus-feeforservice-member-months-extension.xml	2566	15	0	0	0	0	0	14	0	9	0	0	0	0	0	0	0	0	0	0	39	98	0	0	0	1	0	0
input/resources/uds-plus-gender-identity-extension.xml	2718	16	0	0	0	0	0	12	0	10	0	0	0	0	0	0	0	0	0	0	40	98	0	0	0	0	0	0
input/resources/uds-plus-housing-status-extension.xml	2583	14	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0	39	94	0	0	0	1	0	0
input/resources/uds-plus-immunization.xml	4596	17	0	0	0	0	0	76	0	66	0	0	0	0	0	0	0	1	0	0	200	349	0	0	0	4	0	1
input/resources/uds-plus-income-observation.xml	4057	17	1	0	0	0	0	75	0	87	0	0	0	0	0	0	0	0	0	0	236	385	0	0	0	5	0	0
input/resources/uds-plus-lab-observation.xml	6988	20	0	0	0	0	0	87	0	94	0	0	1	0	0	0	0	1	0	0	285	421	0	0	0	7	0	1
input/resources/uds-plus-location.xml	2110	14	0	0	0	0	0	54	0	64	0	0	0	0	0	0	0	0	0	0	149	317	0	0	0	3	0	0
input/resources/uds-plus-medicationrequest.xml	5659	18	0	0	0	0	0	129	0	84	0	0	0	0	0	0	0	0	0	0	278	412	0	0	0	6	1	1
input/resources/uds-plus-medicationstatement.xml	4914	16	0	0	0	0	0	47	0	58	0	0	0	0	0	0	0	1	0	0	147	225	0	0	0	4	0	0
input/resources/uds-plus-parameters-manifest.xml	21046	37	0	0	0	0	0	193	0	214	0	0	0	0	0	0	0	1	0	0	644	771	0	0	0	12	0	1
input/resources/uds-plus-patient-reporting-parameters.xml	30298	47	0	0	0	0	0	254	0	240	0	0	0	0	0	0	0	2	0	0	880	1025	0	0	0	18	0	1
input/resources/uds-plus-patient.xml	12842	26	0	0	0	0	0	83	0	95	0	0	0	0	0	0	0	0	0	0	309	397	0	0	0	9	0	1
input/resources/uds-plus-procedure.xml	5544	17	0	0	0	0	0	64	0	105	0	0	0	0	0	0	0	1	0	0	185	276	0	0	0	4	0	0
input/resources/uds-plus-race-extension.xml	1968	13	0	0	0	0	0	24	0	27	0	0	0	0	0	0	0	0	0	0	66	135	0	0	0	2	0	0
input/resources/uds-plus-recordedDate-extension.xml	2356	13	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0	37	89	0	0	0	1	0	0
input/resources/uds-plus-relatedperson.xml	6549	18	0	0	0	0	0	37	0	49	0	0	0	0	0	0	0	0	0	0	176	227	0	0	0	3	0	1
input/resources/uds-plus-servicerequest.xml	5697	18	0	0	0	0	0	57	0	55	0	0	0	0	0	0	0	1	0	0	181	274	0	0	0	4	0	0
input/resources/uds-plus-sexual-orientation-observation.xml	3802	15	1	0	0	0	0	83	0	69	0	0	0	0	0	0	0	0	0	0	207	356	0	0	0	6	0	0
input/resources/uds-plus-veteran-status-extension.xml	2402	14	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	36	89	0	0	0	1	0	0
input/resources/uds-plus-worker-status-extension.xml	2621	14	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	37	121	0	0	0	0	0	1
input/resources/valueset-udsplus-agriculture-worker-status.xml	1359	12	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	7	2477	0	0	0	1	0	0
input/resources/valueset-udsplus-birthsex-codes.xml	1418	15	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	9	249	0	0	0	0	0	0
input/resources/valueset-udsplus-gender-identity-codes.xml	1503	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	246	0	0	0	0	0	0
input/resources/valueset-udsplus-housing-codes.xml	1285	12	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	254	0	0	0	0	0	0
input/resources/valueset-udsplus-insurance-codes.xml	1283	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	235	0	0	0	0	0	0
input/resources/valueset-udsplus-service-delivery-codes.xml	1625	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	232	0	0	0	0	0	0
input/resources/valueset-udsplus-sexual-orientation-codes.xml	1516	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	233	0	0	0	1	0	0
