Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/input/udsplus.xml	22558	-	0	0	0	0	0	0	3	56	0	0	0	0	0	0	0	1	0	0	131	239	0	0	0	5	0	0
input/examples/AdverseEvent-deidentified-example.json	1340	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	23	0	0	0	0	0	0
input/examples/AllergyIntolerance-deidentified-example.json	1839	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	45	0	0	0	0	0	0
input/examples/ClinicalResult-de-identified-example.json	1393	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	93	0	0	0	0	0	0
input/examples/Condition-de-identified-diagnosis.json	1709	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0
input/examples/Condition-us-core-diagnosis.json	1942	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0
input/examples/Coverage-de-identified-example.json	1491	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	60	0	0	0	0	0	0
input/examples/Deidentify-data-operation-urls-example.json	736	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0
input/examples/Encounter-de-identified-example.json	1694	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	0	0	0	0	0	0
input/examples/Encounter-example.json	2531	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0
input/examples/GenericObservation-de-identified-example.json	986	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0
input/examples/Immunization-de-identified-example.json	906	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	19	0	0	0	0	0	0
input/examples/LabObservation-de-identified-example.json	1555	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	17	0	0	0	0	0	0
input/examples/Location..json	1444	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	16	0	0	0	0	0	0
input/examples/MedicationRequest-de-identified-example.json	1152	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	27	0	0	0	0	0	0
input/examples/MedicationStatement-de-identified-example.json	1017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	0	0	0	0	0	0
